Index,Firm/Fund,Company,Business Description,Primary Industry (CIQ/GICS),Topic Tags,Geography,BERT_Score,Rule_Based_Score,Final_Score
271,Equinor ASA ,Total Etzel Gaslager Gmbh,"Total Etzel Gaslager Gmbh provides gas storage services. It owns and operates a gas storage facility. The company is based in Cologne, Germany. Total Etzel Gaslager Gmbh operates as a subsidiary of E.ON Gas Storage GmbH.",Oil and Gas Storage and Transportation,,Europe,1,1,1
272,Equinor ASA ,"OOO ""SevKomNeftegaz""","OOO ""SevKomNeftegaz"" engages in development of oil field. The company is based in Gubkinskiy, Russia. OOO ""SevKomNeftegaz"" operates as a subsidiary of Public Joint Stock Company Rosneft Oil Company.",Integrated Oil and Gas,,Europe,1,1,1
273,Equinor ASA ,Scatec ASA,"Scatec ASA, together with its subsidiaries, provides renewable energy solutions worldwide. The company operates through Power Production; Services; and Development & Construction segments. It produces and sells solar, winds, and hydro generated electricity. The company also develops, builds, owns, and operates solar, wind, and hydro power plants and storage solutions. The company is also involved in the engineering, procurement, and construction, as well as operation, maintenance, and asset management of power plants. It has a total of 4.2 GW in operation and under construction. The company was formerly known as Scatec Solar ASA and changed its name to Scatec ASA in November 2020. Scatec ASA was incorporated in 2007 and is headquartered in Oslo, Norway.",Renewable Electricity,"Power Grid,  CleanTech,  Clean Energy, Hydro Power, Hydro Power Plant",Europe,3,5,5
274,Equinor ASA ,Hybond AS,"Hybond AS provides cold welding technology for joining of aluminum plates and profiles. The company was founded in 2007 and is based in Eidsvåg, Norway. Hybond AS operates as a subsidiary of JT Langset AS.",Construction and Engineering,,Europe,3,1,3
275,Equinor ASA ,Ocean Power Corporation,"OPC Liquidation Corporation does not have significant operations. The company seeks various plan of reorganization. Previously, it intended to engage primarily in the business of developing and marketing water desalination and renewable power generation systems. The company was formerly known as Ocean Power Corporation and changed its name to OPC Liquidation Corporation in 2007. OPC Liquidation Corporation is based in New York, New York.",Industrial Machinery and Supplies and Components,,United States and Canada,3,5,5
276,Equinor ASA ,In Salah Gas Limited,"In Salah Gas Limited explores, produces, and markets natural gas. In Salah Gas Limited was incorporated in 1997 and is based in St. Helier, Jersey.",Oil and Gas Exploration and Production,,Europe,1,1,1
277,Equinor ASA ,Snohvit Gas Field,Snohvit Gas Field is an oil and gas exploration and production company. It is based in Norway.,Oil and Gas Exploration and Production,,Europe,1,1,1
278,Equinor ASA ,"Safran North America, LLC","Safran North America, LLC provides project management software solutions for companies internationally. Its products include Safran Project, which offers project and portfolio management functionality for enterprises; Safran for Microsoft Project, which adds project and portfolio management, and performance measurement to the Microsoft Project software that already have; Safran Planner, which combines simplicity with power in the formulation of project schedule plans; and Safran Scorecard, a Web-based analytical and collaborative environment that leverages Web services and Microsoft Share Point Web parts to bring the power and simplicity of Safran to the Web. The company also provides application training and implementation, professional services, customer support services. It serves oil and gas, construction, energy and power, shipbuilding, aerospace and defense, government agencies and contractors, and software and information technology development, as well as architecture and engineering markets through sales representatives in northern Europe, the United States, Canada, Mexico, North and South America, and Asia. The company is based in Albuquerque, New Mexico. Safran North America, LLC operates as a subsidiary of Safran Software Solutions AS.",Application Software,"GovTech, Government Agencies",United States and Canada,5,1,5
279,Equinor ASA ,Big Foot Discovery,Big Foot Discovery explores and extracts oil and natural gas. The company is based in the United States. Big Foot Discovery operates as a subsidiary of Chevron Corporation.,Oil and Gas Exploration and Production,,United States and Canada,1,1,1
280,Equinor ASA ,Big Foot North Prospect,Big Foot North Prospect operates in the oil and gas exploration and production business. The company is based in the United States.,Oil and Gas Exploration and Production,,United States and Canada,1,1,1
281,Equinor ASA ,Caesar Discovery,"Caesar Discovery comprises of oil and gas exploration and production reserves. The property is located in Gulf of Mexico, United States.",Oil and Gas Exploration and Production,,United States and Canada,1,1,1
282,Equinor ASA ,Knotty Head prospect,Knotty Head prospect comprises of oil and gas reserves. The property is based in United States.,Oil and Gas Exploration and Production,,United States and Canada,1,1,1
283,Equinor ASA ,"Upwing Energy, Inc.","Upwing Energy, Inc. develops artificial lift technology solutions for the natural gas industry. It offers Upwing Subsurface Compressor Systems that maximize gas well performance and increase overall economic return by increasing gas production due to higher drawdown at the suction of the compressor, increasing recoverable reserves due to lower abandonment pressure and postponed abandonment, and reducing energy consumption due to the pressure boost at the discharge of the subsurface compressor. The company also provides an artificial lift for natural gas; and a magnetic drive system that uses Upwing’s magnetic technologies to drive and levitate the rotor on the retrievable string from the permanent completion without the need for mechanical and electrical connections between the retrievable string and the permanent completion for enhanced oil production. Its products have applications in onshore wells and offshore subsea wells. The company was incorporated in 2015 and is based in Cerritos, California. Upwing Energy, Inc. operates as a subsidiary of Calnetix Technologies, LLC.",Oil and Gas Equipment and Services,"Energy Efficiency, Energy Consumption",United States and Canada,2,1,2
284,Equinor ASA ,Sekal AS,"Sekal AS develops software solutions to control drilling activities. Its products include DrillScene, a software tool that monitors and trend analysis during drilling operations for oil and gas companies across the world; and DrillTronics, a software that enables drillers to optimize and enhance the safety of their drilling operations. The company also offers drilling engineering services. Sekal AS was founded in 2011 and is based in Sandnes, Norway. As of July 18, 2019, Sekal AS operates as a subsidiary of Sumitomo Corporation.",Application Software,,Europe,2,1,2
285,Equinor ASA ,Kelvin Energy Incorporated,"Kelvin Energy Incorporated, a solar thermal technology company, designs, develops, and sells proprietary systems to produce energy in utility-scale electric power plants in United States and internationally. The company’s systems use fields of tracking mirrors, known as heliostats, controlled by its proprietary software to concentrate sunlight onto a solar receiver/boiler unit to produce high-temperature steam. The steam produced in the solar receiver/boiler unit is used in a conventional steam turbine to produce electricity or in industrial applications, such as thermal enhanced oil recovery. It also acts as the system architect for the layout and optimization of the solar field; and provides technical services related to the design, engineering, and operation of systems, as well as overall project development services, including site acquisition, permitting, transmission, interconnection to the electrical grid, and securing power purchase agreements. The company sells its products to utility-scale solar thermal power project owners and contractors, and oil production companies pursuing thermal enhanced oil recovery activities. It has strategic relationships with Bechtel Power Corporation, NRG Solar LLC, and ALSTOM Power Inc. The company was formerly known as BrightSource Energy, Inc. and changed its name to Kelvin Energy Incorporated in July 2023. Kelvin Energy Incorporated is based in Oakland, California. Kelvin Energy Incorporated operates as a subsidiary of GE power Global BV.",Heavy Electrical Equipment,"Power Grid, Electrical Grid",United States and Canada,3,4,3
286,Equinor Energy Ventures,"ChargePoint Holdings, Inc.","ChargePoint Holdings, Inc., together with its subsidiaries, provides electric vehicle (EV) charging networks and charging solutions in the United States and internationally. It offers a portfolio of hardware, software, and services for commercial, fleet, and residential customers. ChargePoint Holdings, Inc. was founded in 2007 and is headquartered in Campbell, California.",Electrical Components and Equipment,"ClimateTech,  Electric Vehicle,  Smart Energy,  IaaS (Infrastructure as a Service),  GPS,  Fleet Management,  Energy Storage",United States and Canada,4,1,4
