M&A Deal Identifier,Year Completed/Unconditional (yyyy),Year of Announcement (yyyy),M&A Type,Purpose,Purpose Text,Strategic Purpose,Target Business Description,Target Ultimate Parent,Target Ultimate Parent 6-digit CUSIP,Target Ultimate Parent Business Description,Target Ultimate Parent Industry,Target Ultimate Parent Industry Group,Target Ultimate Parent Major SIC Group,Target Ultimate Parent Nation,Acquiror Ultimate Parent,Acquiror Ultimate Parent 6-digit CUSIP,Acquiror Ultimate Parent Industry,Acquiror Ultimate Parent Major SIC Group,Acquiror Ultimate Parent Nation,M&A Headline,Deal Synopsis,Singh,Arora,Neilsen,RH,Uche,Edrick
34391103896,1988,1988,Disclosed Dollar Value Deal,,,,Oil and gas exploration and production,Tenneco Inc,880370,"Tenneco Inc located at 5-- North Field Drive, Lake Forest, Illinois manufacture agricultural tractors, cotton pickers and other machinery, construction loaders/backhoes, skid-steers, excavators, compaction, trenching and logging equipment, rough-terrain forklifts; nuclear aircraft carriers and submarines and commercial ships; provide natural gas transmission and distribution services; manufacture corrugated containers, folding cartons, pressed paperboard containers and plastic molded fiber; automotive exhaust systems, shock absorbers, struts, suspensions, and non-asbestos brake friction materials, surfactants, phosphoric acid and salts, phosphoric derivatives, specialty chemicals, soda ash, caustic soda, sodium sulfite; gold and silver mining",Machinery,Manufacturing Group,Industrial Machinery; Computer Equipment,United States,Chevron Corp,166751,Oil and Gas; Petroleum Refining,Petroleum Refining,United States,Restructuring: Tenneco Oil Co-Gulf of MX Ops,"Chevron acquired the Gulf of Mexico operations of Tenneco's oil and gas unit for $2.57 bil. Tenneco had announced in May 1988 that it wanted to sell its oil and gas unit and use the proceeds to reduce debt and buyback stock. Tenneco adopted an auction plan in which the unit was split into ten separate units and buyers could bid on one or more of the packages or the entire oil and gas unit. The operations acquired by Chevron included oil and gas reserves, production facilities and lease rights.",1,1,1,1,1,1
34391348126,1988,1988,Undisclosed Dollar Value Deal,,,,"Manufacture plastics materials,synthetic resins, nonvulcanizable elastomers and refined petroleum",Imperial Chemical Industries PLC{ICI},452704,"Imperial Chemical Industries PLC {ICI}, located in London, manufactures and wholesales decorative paints and packaging coatings for food and beverage cans, industrial adhesives including waterborne, hot melt and pressure sensitive adhesives and process lubricants, specialty food and industrial starches, polyester staple fiber, pure terephthalic acid, soda ash, seeds, sulphur-related products and wine chemicals, redispersible powder polymers, reheology modifiers and other specialty polymers for water treatment and personal care, encapsulates and specialty coatings through its 6 divisions namely: Paints, Adhesives, Specialty Starches, Regional and Industrial, specialty Polymers and Electronic Materials. The company was founded in 1926.",Chemicals and Allied Products,Manufacturing Group,Chemicals and Allied Products,United Kingdom,Exxon Corp,302290,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,United States,Exxon Chemical Ltd(Exxon Corp) acquires ICI Fibres-Terram Geotextiles,"Exxon Chemical acquired Terram geotextiles from ICI Fibres for a consideration less than .5% of ICI group net assets. Exxon Chemical took over responsibility for all current Terram employees, the plant, equipment and development of the business. The sale was part of ICI Fibres strategy of concentrating resources on its growing core businesses of nylon and specialty polyester.",3,3,5,2,2,3
34391332161,1988,1988,Undisclosed Dollar Value Deal,,,,"Oil and gas exploration, prodn",Newmont Mining Corp,651639,"Newmont Mining Corp, located in Greenwood Village, Colorado, is a gold mining company. The Company has operations in North America, South America, Australia, Indonesia, and Ghana, with new mine projects currently being developed. It also mines copper and silver. The Company was founded in 1916.",Mining,Natural Resources Group,Metal Mining,United States,Mobil Corp,607059,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,United States,Restructuring: Newmont Oil Co(Newmont Mining),"Mobil acquired the US oil and gas interests of Newmont Oil, a unit of Newmont Mining.  An investor group from Dallas acquired the remainder of the US operations, which included the onshore mineral and royalty interests.  The aggregate price for the two transactions was $170 mil.  Newmont Mining also sold the rest of Newmont Oil, the foreign assets, to Clyde Petroleum for $234 mil.  In April 1988, Newmont Mining had hired Goldman Sachs to help it find a buyer for Newmont Oil.",1,3,1,1,1,1
34391341704,1989,1988,Disclosed Dollar Value Deal,,,,Own and operate offshore oil and gas properties,Columbia Gas System Inc,197648,Gas utility; oil and gas exploration and production; electric utility; wholesle propane; holding company,"Electric, Gas, and Water Distribution",Services Group,"Electric, Gas and Sanitary Services",United States,Chevron Corp,166751,Oil and Gas; Petroleum Refining,Petroleum Refining,United States,Chevron Canada Resources acquires Columbia Gas Dvlp CA-Offshore for US$82.7M,"Columbia Gas Development of Canada, a unit of Columbia Gas System, sold its eastern offshore properties to Chevron Canada Resources, a unit of Chevron. The transaction was valued at 101.7 mil Canadian dollars ($82.75 mil US). Columbia Gas System announced in May 1988 that it was seeking a buyer for all of its oil and gas properties. Morgan Guaranty initiated the transaction and acted as financial advisor to Columbia Gas System.",1,1,1,1,1,1
34391342312,1989,1988,Disclosed Dollar Value Deal,,,,Coal and metal mining company,North Broken Hill Holdings Ltd,65786H,"Mining and development company; Silver, lead and zinc mining; provide oil and gas field exploration services",Mining,Natural Resources Group,Metal Mining,Australia,Santos Ltd,803021,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Australia,Santos Ltd acquires Peko Oil Ltd for US$338.3M,"Santos, which already held 3.7% of Peko Oil, acquired Peko Oil, 54%-owned by North Broken Hill Holdings, for 1.80 Australian dollars ($1.41 US) per share or a total of 433.4 mil Australian dollars ($338.3 mil US). The bid was conditioned upon Santos being able to raise its stake in Peko to 54%. The offer was financed by existing funds as well as a one-for-four share issue at 3.20 dollars per share.",1,3,1,2,1,1
34391103496,1988,1988,Disclosed Dollar Value Deal,,,,Oil and gas exploration and production,Tenneco Inc,880370,"Tenneco Inc located at 5-- North Field Drive, Lake Forest, Illinois manufacture agricultural tractors, cotton pickers and other machinery, construction loaders/backhoes, skid-steers, excavators, compaction, trenching and logging equipment, rough-terrain forklifts; nuclear aircraft carriers and submarines and commercial ships; provide natural gas transmission and distribution services; manufacture corrugated containers, folding cartons, pressed paperboard containers and plastic molded fiber; automotive exhaust systems, shock absorbers, struts, suspensions, and non-asbestos brake friction materials, surfactants, phosphoric acid and salts, phosphoric derivatives, specialty chemicals, soda ash, caustic soda, sodium sulfite; gold and silver mining",Machinery,Manufacturing Group,Industrial Machinery; Computer Equipment,United States,Mobil Corp,607059,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,United States,Restructuring: Tenneco Oil Co-Oil Refinery,"Mobil completed the acquisition of Tenneco's Chalmette, Louisiana, refinery for $590 mil, including $30 mil in working capital. Tenneco, which completed the sale of its Tenneco Oil holdings begun in May 1988, intended the divestiture as part of a $7.3 bil program to finance the repurchase a $1.045 bil self-tender and reduce the company's outstanding debt. Net proceeds from all oil company sales after taxes and expenses were expected to reach $6.4 bil. Morgan Stanley and First Boston acted as financial advisors to Tenneco.",1,3,1,1,1,1
34391103924,1988,1988,Disclosed Dollar Value Deal,,,,Oil and gas exploration and production,Tenneco Inc,880370,"Tenneco Inc located at 5-- North Field Drive, Lake Forest, Illinois manufacture agricultural tractors, cotton pickers and other machinery, construction loaders/backhoes, skid-steers, excavators, compaction, trenching and logging equipment, rough-terrain forklifts; nuclear aircraft carriers and submarines and commercial ships; provide natural gas transmission and distribution services; manufacture corrugated containers, folding cartons, pressed paperboard containers and plastic molded fiber; automotive exhaust systems, shock absorbers, struts, suspensions, and non-asbestos brake friction materials, surfactants, phosphoric acid and salts, phosphoric derivatives, specialty chemicals, soda ash, caustic soda, sodium sulfite; gold and silver mining",Machinery,Manufacturing Group,Industrial Machinery; Computer Equipment,United States,British Petroleum Co PLC,110889,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,United Kingdom,Restructuring: Tenneco Oil-Rocky Mountain Div,"Amoco acquired the Rocky Mountain division of Tenneco for $900 mil. Tenneco had announced in May 1988 that it wanted to sell its oil and gas unit and use the proceeds to reduce debt and buy back stock. To sell the unit, Tenneco adopted an auction plan whereby the unit was split into ten divisions with buyers bidding on one or more of the packages or the entire oil and gas unit. The proceeds from the auction, which were over $7 bil, helped to fund a $1.045 bil self-tender. Amoco narrowly outbid Burlington Resources.",1,1,1,1,1,1
34391342142,1988,1988,Disclosed Dollar Value Deal,,,,Oil and gas exploration and production,Tenneco Inc,880370,"Tenneco Inc located at 5-- North Field Drive, Lake Forest, Illinois manufacture agricultural tractors, cotton pickers and other machinery, construction loaders/backhoes, skid-steers, excavators, compaction, trenching and logging equipment, rough-terrain forklifts; nuclear aircraft carriers and submarines and commercial ships; provide natural gas transmission and distribution services; manufacture corrugated containers, folding cartons, pressed paperboard containers and plastic molded fiber; automotive exhaust systems, shock absorbers, struts, suspensions, and non-asbestos brake friction materials, surfactants, phosphoric acid and salts, phosphoric derivatives, specialty chemicals, soda ash, caustic soda, sodium sulfite; gold and silver mining",Machinery,Manufacturing Group,Industrial Machinery; Computer Equipment,United States,Royal Dutch Petroleum Co,780257,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Netherlands,Restructuring: Tenneco-Colombian Expl & Prodn,"Royal Dutch/Shell acquired the Colombian exploration and production properties of Tenneco for 208 bil Columbian pesos ($500 mil US).  This was part of the auction of Tenneco's oil and gas unit, which fetched over $7 bil. Tenneco had announced in May 1988 that it wanted to sell the oil and gas unit and devised an auction system in which buyers could bid on the entire unit or one or more of ten packages that made up the unit. The proceeds were used to fund a $1.045 bil self-tender and reduce debt. Morgan Stanley and First Boston advised Tenneco.",1,1,1,1,1,1
34391383354,1988,1988,Undisclosed Dollar Value Deal,,,,Manufacture alcohols and organic acids,Orkem SA,68632Q,Manufacture industrial organic chemicals,Chemicals and Allied Products,Manufacturing Group,Chemicals and Allied Products,France,Exxon Corp,302290,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,United States,Exxon Chemical Co acquires Noroxo(Orkem SA),"Exxon Chemical, a unit of Exxon, acquired the shares of Noroxo, a subsidiary of Orkem.",3,3,3,4,2,4
34391102367,1988,1988,Disclosed Dollar Value Deal,,,,"Oil and gas exploration, production, transportation and refining; manufacture chemicals and paper board products",Mobil Corp,607059,"Oil and gas exploration, production and refining; wholesale petroleum products; provide oil field services; own and operate department stores; provide credit card services; holding company",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,United States,British Petroleum Co PLC,110889,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,United Kingdom,Sohio Oil acquires Mobil Corp-Certain Assets for US$152.5M,"Sohio Oil, a unit of British Petroleum's BP America, acquired Mobil Oil's Ferndale, Washington refinery and its 30% ownership in Olympic Pipeline in return for $152.5 mil plus crude and product inventories. Mobil also exchanged 240 Mobil service stations and four product terminals in Washington, Oregon and northern California for 330 Sohio owned and leased service stations in Florida, Michigan and six Mid-Atlantic and Northeastern states plus one product terminal in Tampa, Florida.",1,1,1,1,1,1
34391382535,1988,1988,Undisclosed Dollar Value Deal,,,,Manufacture speciality chemicals,La Mesta,50367N,Manufacture speciality chemicals,Chemicals and Allied Products,Manufacturing Group,Chemicals and Allied Products,France,Royal Dutch Petroleum Co,780257,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Netherlands,Shell Chimie SA acquires La Mesta,"Shell Chimie, a unit of Royal Dutch/Shell Group, acquired La Mesta. The acquisition was part of Shell Chemie's strategy to reduce its reliance on commodity chemicals.",3,3,4,3,1,2
34391103007,1988,1988,Disclosed Dollar Value Deal,,,,Miscellaneous metals mining company,Manville Personal Injury Settlement Trust,56502X,Trust fund,Investment & Commodity Firms/Dealers/Exchanges,Financial Group,Holding and Other Investment Offices,United States,Manville Personal Injury Settlement Trust,56502X,Investment & Commodity Firms/Dealers/Exchanges,Holding and Other Investment Offices,United States,"Manville,Chevron Resources Co acquires 33% stake in Stillwater Mining Co for US$40M","Manville and Chevron Resources acquired the remaining one-third interest in Stillwater Mining from LAC Minerals (USA), a unit of LAC Minerals, that it did not own for $40 mil.",1,3,5,2,3,4
34391364977,1988,1988,Stake Purchases Deal,,,,Provide oil field exploration services,Triton Energy Corp,G90751,Oil and gas exploration and production,Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,United States,British Petroleum Co PLC,110889,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,United Kingdom,British Petroleum Co PLC acquires 40% stake in Triton Energy-Cuisiana Oil,"British Petroleum acquired a 40% stake in the Cuisiana oil field from Triton Energy, thereby reducing Triton's stake to 20%.",1,1,1,1,1,1
